order_id,customer_id,order_date,payment_method,order_status,Customer_ID_Status
O01456,C0701,13-01-2026,UPI,Delivered,Valid
O01457,C0174,26-08-2025,Credit Card,Delivered,Valid
O01458,C0289,30-12-2025,UPI,Cancelled,Valid
O01459,C0342,30-08-2025,Debit Card,Delivered,Valid
O01460,C0045,06-05-2026,Credit Card,Delivered,Valid
O01461,C0439,29-03-2026,Debit Card,Cancelled,Valid
O01462,C0186,13-06-2026,COD,Delivered,Valid
O01463,C0684,17-06-2026,Debit Card,Cancelled,Valid
O01464,C0294,26-12-2025,UPI,Delivered,Valid
O01465,C0512,04-06-2026,Debit Card,Delivered,Valid
O01466,C0729,09-08-2025,UPI,Delivered,Valid
O01467,C0797,01-06-2026,Credit Card,Delivered,Valid
O01468,C0152,16-01-2026,COD,Processing,Valid
O01469,C0490,04-08-2025,UPI,Cancelled,Valid
O01470,C0438,08-07-2026,Debit Card,Delivered,Valid
O01471,C0093,13-12-2025,Credit Card,Delivered,Valid
O01472,C0786,14-01-2026,Debit Card,Delivered,Valid
O01473,C0507,03-02-2026,COD,Returned,Valid
O01474,C0424,05-05-2026,Debit Card,Delivered,Valid
O01475,C0670,03-11-2025,COD,Delivered,Valid
O01476,C0563,12-03-2026,Net Banking,Delivered,Valid
O01477,C0505,30-03-2026,Net Banking,Delivered,Valid
O01478,C0394,12-08-2025,Net Banking,Processing,Valid
O01479,C0432,31/02/2026,Net Banking,Processing,Valid
O01480,C0711,19-07-2026,Credit Card,Returned,Valid
O01481,C0090,29-10-2025,Debit Card,Delivered,Valid
O01482,C0209,09-07-2025,Debit Card,Delivered,Valid
O01483,C0486,07-09-2025,UPI,Delivered,Valid
O01484,C0358,01-01-2026,Credit Card,Delivered,Valid
O01485,C0472,12-09-2025,Net Banking,Delivered,Valid
O01486,C0249,16-10-2025,Credit Card,Delivered,Valid
O01487,C0765,09-09-2025,UPI,Returned,Valid
O01488,C0721,12-09-2025,COD,Processing,Valid
O01489,C0027,22-06-2026,COD,Delivered,Valid
O01490,C0056,25-06-2026,UPI,Returned,Valid
O01491,C0596,07-08-2025,COD,Cancelled,Valid
O01492,C0162,16-07-2025,Credit Card,Delivered,Valid
O01493,C0145,10-08-2025,Credit Card,Delivered,Valid
O01494,C0013,18-04-2026,COD,Delivered,Valid
O01495,C0784,02-10-2025,COD,Processing,Valid
O01496,C0144,19-07-2026,Net Banking,Returned,Valid
O01497,C0307,26-02-2026,COD,Processing,Valid
O01498,C0346,13-02-2026,UPI,Delivered,Valid
O01499,C0114,18-09-2025,UPI,Returned,Valid
O01500,C0033,06-05-2026,Credit Card,Delivered,Valid
O01501,C0165,06-07-2025,COD,Delivered,Valid
O01502,C0697,18-02-2026,Net Banking,Processing,Valid
O01503,C0265,19-04-2026,Net Banking,Delivered,Valid
O01504,C0727,25-10-2025,COD,Delivered,Valid
O01505,C0279,17-08-2025,Net Banking,Delivered,Valid
O01506,C0129,16-07-2026,Credit Card,Delivered,Valid
O01507,C0634,29-07-2025,Credit Card,Delivered,Valid
O01508,C0189,17-07-2026,Net Banking,Cancelled,Valid
O01509,C0080,20-06-2026,COD,Delivered,Valid
O01510,C0321,31-05-2026,COD,Delivered,Valid
O01511,C0169,28-07-2025,Debit Card,Returned,Valid
O01512,C0435,08-10-2025,Debit Card,Delivered,Valid
O01513,C0107,09-08-2025,Debit Card,Cancelled,Valid
O01514,C0798,19-12-2025,UPI,Delivered,Valid
O01515,C0289,22-09-2025,Net Banking,Delivered,Valid
O01516,C0067,17-10-2025,Net Banking,Delivered,Valid
O01517,C0775,06-12-2025,Credit Card,Delivered,Valid
O01518,C0207,23-05-2026,UPI,Delivered,Valid
O01519,C0276,13-08-2025,Net Banking,Cancelled,Valid
O01520,C0046,15-04-2026,COD,Delivered,Valid
O01521,C0050,09-12-2025,UPI,Delivered,Valid
O01522,C0009,30-12-2025,Debit Card,Delivered,Valid
O01523,C0513,08-10-2025,Debit Card,Processing,Valid
O01524,C0401,07-07-2026,Debit Card,Delivered,Valid
O01525,C0720,11-06-2026,UPI,Delivered,Valid
O01526,C0418,15-07-2026,Net Banking,Delivered,Valid
O01527,C0515,15-09-2025,UPI,Cancelled,Valid
O01528,C0392,02-03-2026,Net Banking,Delivered,Valid
O01529,C0298,21-09-2025,Credit Card,Returned,Valid
O01530,C0475,10-08-2025,UPI,Processing,Valid
O01531,C0238,19-10-2025,Credit Card,Processing,Valid
O01532,C0736,21-09-2025,Net Banking,Delivered,Valid
O01533,C0747,08-05-2026,Net Banking,Processing,Valid
O01534,C0350,15-02-2026,Credit Card,Delivered,Valid
O01535,C0298,01-01-2026,Net Banking,Delivered,Valid
O01536,C0041,30-06-2026,COD,Delivered,Valid
O01537,C0214,09-05-2026,Net Banking,Delivered,Valid
O01538,C0157,17-04-2026,COD,Delivered,Valid
O01539,C0016,12-09-2025,Debit Card,Delivered,Valid
O01540,C0090,13-03-2026,UPI,Delivered,Valid
O01541,C0322,25-09-2025,Debit Card,Delivered,Valid
O01542,C0070,21-11-2025,Net Banking,Delivered,Valid
O01543,C0362,15-08-2025,UPI,Delivered,Valid
O01544,C0728,31-07-2026,COD,Delivered,Valid
O01545,C0485,09-11-2025,COD,Returned,Valid
O01546,C0144,02-09-2025,Net Banking,Delivered,Valid
O01547,C0041,03-01-2026,Debit Card,Delivered,Valid
O01548,C0419,14-05-2026,Credit Card,Delivered,Valid
O01549,C0376,20-03-2026,Net Banking,Delivered,Valid
O01550,C0383,12-08-2025,COD,Delivered,Valid
O01551,C0461,12-11-2025,UPI,Cancelled,Valid
O01552,C0660,30-07-2025,Credit Card,Returned,Valid
O01553,C0575,05-07-2025,Credit Card,Delivered,Valid
O01554,C0298,09-01-2026,Credit Card,Cancelled,Valid
O01555,C0409,07-08-2025,Credit Card,Delivered,Valid
O01556,C0474,08-06-2026,UPI,Delivered,Valid
O01557,C0478,25-02-2026,Net Banking,Delivered,Valid
O01558,C0112,13-08-2025,Credit Card,Processing,Valid
O01559,C0111,20-01-2026,COD,Delivered,Valid
O01560,C0412,16-12-2025,UPI,Delivered,Valid
O01561,C0351,06-05-2026,COD,Delivered,Valid
O01562,C0720,15-07-2026,COD,Delivered,Valid
O01563,C0286,18-02-2026,UPI,Delivered,Valid
O01564,C0160,26-02-2026,Credit Card,Cancelled,Valid
O01565,C0219,11-12-2025,Net Banking,Delivered,Valid
O01566,C0616,11-01-2026,UPI,Delivered,Valid
O01567,C0441,28-02-2026,Credit Card,Delivered,Valid
O01568,C0217,12-07-2025,COD,Delivered,Valid
O01569,C0259,22-05-2026,Credit Card,Delivered,Valid
O01570,C0146,05-08-2025,Debit Card,Delivered,Valid
O01571,C0084,30-11-2025,COD,Delivered,Valid
O01572,C0538,18-10-2025,Debit Card,Delivered,Valid
O01573,C0056,17-08-2025,COD,Delivered,Valid
O01574,C0772,30-11-2025,Credit Card,Delivered,Valid
O01575,C0358,31-01-2026,COD,Delivered,Valid
O01576,C0549,18-06-2026,Credit Card,Returned,Valid
O01577,C0448,29-12-2025,Net Banking,Delivered,Valid
O01578,C0011,14-04-2026,Net Banking,Delivered,Valid
O01579,C0080,06-07-2026,Net Banking,Cancelled,Valid
O01580,C0149,13-12-2025,Debit Card,Delivered,Valid
O01581,C0155,20-02-2026,Credit Card,Delivered,Valid
O01582,C0325,28-08-2025,COD,Delivered,Valid
O01583,C0534,05-07-2026,UPI,Delivered,Valid
O01584,C0129,21-05-2026,COD,Cancelled,Valid
O01585,C0593,19-08-2025,UPI,Delivered,Valid
O01586,C0764,05-10-2025,COD,Returned,Valid
O01587,C0560,24-09-2025,Net Banking,Delivered,Valid
O01588,C0222,26-12-2025,Credit Card,Delivered,Valid
O01589,C0696,22-04-2026,UPI,Delivered,Valid
O01590,C0373,09-07-2025,Debit Card,Delivered,Valid
O01591,C0515,02-09-2025,COD,Delivered,Valid
O01592,C0467,28-01-2026,COD,Delivered,Valid
O01593,C0361,04-04-2026,COD,Delivered,Valid
O01594,C0784,19-12-2025,UPI,Delivered,Valid
O01595,C0470,05-02-2026,Debit Card,Delivered,Valid
O01596,C0567,01-05-2026,Credit Card,Delivered,Valid
O01597,C0447,12-01-2026,Debit Card,Returned,Valid
O01598,C0706,14-06-2026,COD,Cancelled,Valid
O01599,C0291,25-06-2026,Net Banking,Delivered,Valid
O01600,C0090,23-08-2025,UPI,Returned,Valid
O01601,C0017,12-05-2026,COD,Delivered,Valid
O01602,C0509,19-07-2026,Net Banking,Delivered,Valid
O01603,C0103,21-05-2026,COD,Delivered,Valid
O01604,C0596,17-07-2025,Debit Card,Delivered,Valid
O01605,C0217,23-10-2025,COD,Delivered,Valid
O01606,C0391,28-08-2025,Credit Card,Delivered,Valid
O01607,C0128,27-12-2025,COD,Delivered,Valid
O01608,C0661,26-06-2026,COD,Delivered,Valid
O01609,C0384,23-10-2025,COD,Delivered,Valid
O01610,C0275,03-06-2026,Debit Card,Delivered,Valid
O01611,C0425,10-06-2026,Credit Card,Delivered,Valid
O01612,C0425,17-07-2025,UPI,Delivered,Valid
O01613,C0158,08-01-2026,Net Banking,Processing,Valid
O01614,C0615,10-12-2025,Debit Card,Delivered,Valid
O01615,C0586,06-02-2026,Credit Card,Delivered,Valid
O01616,C0401,07-10-2025,Net Banking,Returned,Valid
O01617,C0403,27-07-2025,Net Banking,Delivered,Valid
O01618,C0132,22-05-2026,COD,Processing,Valid
O01619,C0178,23-01-2026,Debit Card,Delivered,Valid
O01620,C0163,09-02-2026,Credit Card,Delivered,Valid
O01621,C0728,03-09-2025,Net Banking,Delivered,Valid
O01622,C0647,22-04-2026,COD,Processing,Valid
O01623,C0643,11-11-2025,Net Banking,Delivered,Valid
O01624,C0331,13-10-2025,UPI,Delivered,Valid
O01625,C0027,09-02-2026,UPI,Cancelled,Valid
O01626,C0789,30-04-2026,Credit Card,Delivered,Valid
O01627,C0633,28-06-2026,Net Banking,Delivered,Valid
O01628,C0586,12-01-2026,UPI,Processing,Valid
O01629,C0752,05-09-2025,COD,Cancelled,Valid
O01630,C0647,31-12-2025,Credit Card,Delivered,Valid
O01631,C0669,22-10-2025,Debit Card,Delivered,Valid
O01632,C0549,03-11-2025,COD,Processing,Valid
O01633,C0267,03-06-2026,UPI,Delivered,Valid
O01634,C0085,12-09-2025,UPI,Cancelled,Valid
O01635,C0594,22-08-2025,UPI,Delivered,Valid
O01636,C0611,01-09-2025,UPI,Delivered,Valid
O01637,C0290,12-11-2025,Credit Card,Delivered,Valid
O01638,C0080,11-03-2026,Debit Card,Delivered,Valid
O01639,C0401,21-08-2025,COD,Delivered,Valid
O01640,C0424,07-08-2025,COD,Cancelled,Valid
O01641,C0079,16-10-2025,COD,Delivered,Valid
O01642,C0322,21-05-2026,COD,Delivered,Valid
O01643,C0185,30-11-2025,UPI,Delivered,Valid
O01644,C0676,17-04-2026,Net Banking,Delivered,Valid
O01645,C0121,23-12-2025,Debit Card,Delivered,Valid
O01646,C0629,04-05-2026,Net Banking,Delivered,Valid
O01647,C0163,25-03-2026,Debit Card,Delivered,Valid
O01648,C0198,07-05-2026,UPI,Delivered,Valid
O01649,C0024,23-03-2026,Net Banking,Processing,Valid
O01650,C0157,19-10-2025,Debit Card,Delivered,Valid
O01651,C0223,16-07-2025,Debit Card,Delivered,Valid
O01652,C0226,12-08-2025,Credit Card,Delivered,Valid
O01653,C0281,04-03-2026,Credit Card,Delivered,Valid
O01654,C0357,28-06-2026,Net Banking,Returned,Valid
O01655,C0302,25-02-2026,COD,Delivered,Valid
O01656,C0525,21-01-2026,Credit Card,Delivered,Valid
O01657,C0178,10-10-2025,Debit Card,Delivered,Valid
O01658,C0106,25-04-2026,Net Banking,Delivered,Valid
O01659,C0170,14-10-2025,COD,Delivered,Valid
O01660,C0457,02-02-2026,Net Banking,Processing,Valid
O01661,C0279,11-12-2025,Net Banking,Delivered,Valid
O01662,,13-01-2026,COD,Delivered,Missing
O01663,C0581,28-12-2025,Debit Card,Cancelled,Valid
O01664,C0066,16-02-2026,Credit Card,Delivered,Valid
O01665,C0524,07-11-2025,Net Banking,Delivered,Valid
O01666,C0301,06-05-2026,Net Banking,Delivered,Valid
O01667,C0408,16-07-2025,UPI,Delivered,Valid
O01668,C0331,05-02-2026,Credit Card,Delivered,Valid
O01669,C0252,07-08-2025,Credit Card,Returned,Valid
O01670,C0381,07-01-2026,Credit Card,Processing,Valid
O01671,C0322,01-09-2025,UPI,Delivered,Valid
O01672,C0705,06-07-2025,Debit Card,Delivered,Valid
O01673,C0477,17-04-2026,Debit Card,Delivered,Valid
O01674,C0576,03-08-2025,COD,Delivered,Valid
O01675,C0617,17-10-2025,Net Banking,Delivered,Valid
O01676,C0106,14-04-2026,Debit Card,Processing,Valid
O01677,C0623,09-06-2026,UPI,Cancelled,Valid
O01678,C0662,01-02-2026,COD,Delivered,Valid
O01679,C0328,10-10-2025,Credit Card,Delivered,Valid
O01680,C0506,13-03-2026,UPI,Delivered,Valid
O01681,C0432,31-08-2025,UPI,Delivered,Valid
O01682,C0176,04-05-2026,Debit Card,Cancelled,Valid
O01683,C0393,30-10-2025,Net Banking,Delivered,Valid
O01684,C0292,10-07-2025,Net Banking,Delivered,Valid
O01685,C0473,23-11-2025,Credit Card,Delivered,Valid
O01686,C0038,31-03-2026,Net Banking,Delivered,Valid
O01687,C0346,27-05-2026,UPI,Delivered,Valid
O01688,C0482,18-08-2025,COD,Processing,Valid
O01689,C0309,18-11-2025,Debit Card,Processing,Valid
O01690,C0355,21-01-2026,UPI,Delivered,Valid
O01691,C0794,08-12-2025,COD,Cancelled,Valid
O01692,C0049,18-01-2026,Debit Card,Returned,Valid
O01693,C0466,10-03-2026,UPI,Delivered,Valid
O01694,C0633,22-08-2025,UPI,Delivered,Valid
O01695,C0049,06-07-2025,Credit Card,Delivered,Valid
O01696,C0331,18-06-2026,COD,Delivered,Valid
O01697,C0175,15-08-2025,Credit Card,Processing,Valid
O01698,C0378,02-04-2026,UPI,Returned,Valid
O01699,C0054,10-11-2025,UPI,Delivered,Valid
O01700,C0050,03-12-2025,,Delivered,Valid
O01701,C0338,18-06-2026,Net Banking,Delivered,Valid
O01702,C0277,23-06-2026,Credit Card,Delivered,Valid
O01703,C0598,21-02-2026,UPI,Delivered,Valid
O01704,C0327,14-09-2025,Net Banking,Delivered,Valid
O01705,C0653,14-02-2026,UPI,Delivered,Valid
O01706,C0541,01-11-2025,Net Banking,Delivered,Valid
O01707,C0678,08-03-2026,Debit Card,Delivered,Valid
O01708,C0792,10-07-2026,COD,Delivered,Valid
O01709,C0095,13-11-2025,Debit Card,Processing,Valid
O01710,C0085,28-12-2025,Net Banking,Delivered,Valid
O01711,C0676,28-05-2026,Credit Card,Returned,Valid
O01712,C0080,08-08-2025,COD,Delivered,Valid
O01713,C0218,07-07-2025,Credit Card,Delivered,Valid
O01714,C0395,05-10-2025,COD,Delivered,Valid
O01715,C0349,15-10-2025,Net Banking,Processing,Valid
O01716,C0541,21-03-2026,Debit Card,Processing,Valid
O01717,C0320,28-06-2026,COD,Returned,Valid
O01718,C0158,16-03-2026,UPI,Delivered,Valid
O01719,C0225,03-01-2026,COD,Delivered,Valid
O01720,C0636,20-03-2026,Credit Card,Processing,Valid
O01721,C0410,05-10-2025,UPI,Delivered,Valid
O01722,C0434,23-09-2025,Debit Card,Cancelled,Valid
O01723,C0664,22-08-2025,Credit Card,Delivered,Valid
O01724,C0110,17-07-2026,UPI,Delivered,Valid
O01725,C0017,21-02-2026,Credit Card,Delivered,Valid
O01726,C0030,01-03-2026,Net Banking,Delivered,Valid
O01727,C0361,13-11-2025,UPI,Delivered,Valid
O01728,C0087,29-12-2025,COD,Delivered,Valid
O01729,C0155,20-01-2026,Net Banking,Delivered,Valid
O01730,C0521,18-12-2025,UPI,Delivered,Valid
O01731,C0280,06-01-2026,UPI,Delivered,Valid
O01732,C0665,12-01-2026,COD,Delivered,Valid
O01733,C0302,05-10-2025,COD,Delivered,Valid
O01734,C0609,19-11-2025,Net Banking,Cancelled,Valid
O01735,C0506,23-03-2026,COD,Delivered,Valid
O01736,C0698,26-07-2025,Credit Card,Delivered,Valid
O01737,C0225,28-08-2025,UPI,Delivered,Valid
O01738,C0590,14-11-2025,Credit Card,Delivered,Valid
O01739,C0545,21-08-2025,Debit Card,Delivered,Valid
O01740,C0636,24-06-2026,COD,Delivered,Valid
O01741,C0403,21-08-2025,Credit Card,Processing,Valid
O01742,C0709,15-11-2025,COD,Delivered,Valid
O01743,C0176,13-10-2025,Debit Card,Cancelled,Valid
O01744,C0295,27-06-2026,Net Banking,Delivered,Valid
O01745,C0752,02-07-2025,UPI,Delivered,Valid
O01746,C0516,24-06-2026,Net Banking,Delivered,Valid
O01747,C0757,04-12-2025,Credit Card,Delivered,Valid
O01748,C0323,14-06-2026,UPI,Delivered,Valid
O01749,C0192,18-12-2025,COD,Delivered,Valid
O01750,C0014,07-06-2026,COD,Delivered,Valid
O01751,C0343,11-07-2025,Credit Card,Delivered,Valid
O01752,C0079,26-09-2025,UPI,Cancelled,Valid
O01753,C0361,28-02-2026,Net Banking,Delivered,Valid
O01754,C0501,04-11-2025,COD,Delivered,Valid
O01755,C0047,09-07-2025,Net Banking,Returned,Valid
O01756,C0298,25-10-2025,Net Banking,Delivered,Valid
O01757,C0172,22-07-2026,Credit Card,Processing,Valid
O01758,C0097,21-08-2025,Debit Card,Processing,Valid
O01759,C0344,17-02-2026,COD,Processing,Valid
O01760,C0360,06-04-2026,Debit Card,Returned,Valid
O01761,C0499,07-11-2025,Debit Card,Delivered,Valid
O01762,C0014,28-12-2025,Debit Card,Processing,Valid
O01763,C0342,23-03-2026,Net Banking,Delivered,Valid
O01764,C0116,16-11-2025,Net Banking,Processing,Valid
O01765,C0656,11-07-2025,Credit Card,Delivered,Valid
O01766,C0226,03-06-2026,Credit Card,Delivered,Valid
O01767,C0510,16-07-2025,Credit Card,Cancelled,Valid
O01768,C0759,22-06-2026,COD,Delivered,Valid
O01769,C0212,17-07-2026,UPI,Delivered,Valid
O01770,C0387,24-05-2026,UPI,Delivered,Valid
O01771,C0642,13-06-2026,Net Banking,Delivered,Valid
O01772,C0540,28-09-2025,Debit Card,Returned,Valid
O01773,C0358,17-12-2025,COD,Cancelled,Valid
O01774,C0428,19-11-2025,Debit Card,Delivered,Valid
O01775,C0043,23-04-2026,Net Banking,Returned,Valid
O01776,C0352,10-05-2026,UPI,Delivered,Valid
O01777,C0466,17-04-2026,Debit Card,Delivered,Valid
O01778,C0113,05-07-2025,COD,Returned,Valid
O01779,C0151,24-02-2026,Credit Card,Delivered,Valid
O01780,C0297,16-05-2026,Net Banking,Returned,Valid
O01781,C0167,03-12-2025,COD,Delivered,Valid
O01782,C0067,28-11-2025,UPI,Delivered,Valid
O01783,C0042,20-10-2025,Debit Card,Cancelled,Valid
O01784,C0127,28-07-2025,COD,Delivered,Valid
O01785,C0006,06-02-2026,Debit Card,Returned,Valid
O01786,C0001,26-07-2025,Debit Card,Delivered,Valid
O01787,C0359,23-11-2025,Net Banking,Returned,Valid
O01788,C0788,14-04-2026,Credit Card,Delivered,Valid
O01789,C0731,16-11-2025,Credit Card,Processing,Valid
O01790,C0202,07-02-2026,Net Banking,Delivered,Valid
O01791,C0298,21-10-2025,UPI,Delivered,Valid
O01792,C0364,05-11-2025,COD,Delivered,Valid
O01793,C0409,20-08-2025,Debit Card,Delivered,Valid
O01794,C0612,07-12-2025,Credit Card,Cancelled,Valid
O01795,C0447,13-06-2026,Debit Card,Cancelled,Valid
O01796,C0143,15-06-2026,Credit Card,Delivered,Valid
O01797,C0139,30-01-2026,Net Banking,Delivered,Valid
O01798,C0309,04-12-2025,UPI,Delivered,Valid
O01799,C0581,18-05-2026,COD,Delivered,Valid
O01800,C0188,09-01-2026,COD,Delivered,Valid
O01801,C0142,27-03-2026,COD,Returned,Valid
O01802,C0321,15-03-2026,Debit Card,Delivered,Valid
O01803,C0363,04-02-2026,COD,Delivered,Valid
O01804,C0421,22-02-2026,UPI,Delivered,Valid
O01805,C0028,28-07-2026,COD,Delivered,Valid
O01806,C0774,10-09-2025,Net Banking,Delivered,Valid
O01807,C0249,24-04-2026,Net Banking,Delivered,Valid
O01808,C0131,14-05-2026,Net Banking,Cancelled,Valid
O01809,C0301,28-07-2025,COD,Delivered,Valid
O01810,C0413,09-06-2026,UPI,Delivered,Valid
O01811,C0782,23-03-2026,COD,Delivered,Valid
O01812,C0087,29-07-2025,Debit Card,Returned,Valid
O01813,C0110,18-12-2025,Net Banking,Delivered,Valid
O01814,C0298,16-04-2026,COD,Returned,Valid
O01815,C0340,01-08-2025,UPI,Processing,Valid
O01816,C0599,11-06-2026,Net Banking,Processing,Valid
O01817,C0735,28-07-2025,Credit Card,Delivered,Valid
O01818,C0148,14-04-2026,COD,Delivered,Valid
O01819,C0229,11-06-2026,Credit Card,Delivered,Valid
O01820,C0644,07-12-2025,UPI,Delivered,Valid
O01821,C0639,18-06-2026,Credit Card,Delivered,Valid
O01822,C0069,01-07-2025,Credit Card,Cancelled,Valid
O01823,C0124,24-03-2026,UPI,Delivered,Valid
O01824,C0210,23-08-2025,COD,Delivered,Valid
O01825,,13-02-2026,COD,Delivered,Missing
O01826,C0125,01-12-2025,COD,Delivered,Valid
O01827,C0189,29-10-2025,Net Banking,Delivered,Valid
O01828,C0628,14-06-2026,COD,Returned,Valid
O01829,C0632,02-09-2025,COD,Delivered,Valid
O01830,C0652,12-07-2025,Credit Card,Delivered,Valid
O01831,C0763,02-06-2026,Credit Card,Delivered,Valid
O01832,C0524,15-07-2026,Net Banking,Delivered,Valid
O01833,C0488,03-03-2026,Debit Card,Delivered,Valid
O01834,C0684,21-08-2025,Net Banking,Delivered,Valid
O01835,C0377,07-06-2026,Debit Card,Delivered,Valid
O01836,C0396,23-06-2026,UPI,Delivered,Valid
O01837,C0427,03-02-2026,Credit Card,Delivered,Valid
O01838,C0291,20-02-2026,UPI,Cancelled,Valid
O01839,C0399,06-07-2025,Net Banking,Delivered,Valid
O01840,C0035,27-05-2026,Net Banking,Delivered,Valid
O01841,C0044,29-12-2025,Credit Card,Delivered,Valid
O01842,C0741,20-02-2026,Debit Card,Delivered,Valid
O01843,C0163,31-12-2025,Net Banking,Delivered,Valid
O01844,C0216,26-12-2025,Net Banking,Delivered,Valid
O01845,C0526,02-08-2025,Credit Card,Returned,Valid
O01846,C0156,28-12-2025,Net Banking,Delivered,Valid
O01847,C0471,02-07-2026,Credit Card,Delivered,Valid
O01848,C0781,03-06-2026,Debit Card,Delivered,Valid
O01849,C0070,27-05-2026,COD,Delivered,Valid
O01850,C0484,07-05-2026,COD,Cancelled,Valid
O01851,C0726,17-03-2026,Net Banking,Delivered,Valid
O01852,C0133,23-06-2026,Debit Card,Cancelled,Valid
O01853,C0595,26-12-2025,Net Banking,Cancelled,Valid
O01854,C0414,04-08-2025,UPI,Delivered,Valid
O01855,C0751,20-09-2025,Credit Card,Delivered,Valid
O01856,C0682,24-08-2025,COD,Returned,Valid
O01857,C0488,13-12-2025,Credit Card,Processing,Valid
O01858,C0751,30-10-2025,UPI,Delivered,Valid
O01859,C0746,13-01-2026,COD,Delivered,Valid
O01860,C0064,10-05-2026,Debit Card,Delivered,Valid
O01861,C0039,19-07-2026,UPI,Delivered,Valid
O01862,C0782,08-01-2026,Net Banking,Cancelled,Valid
O01863,C0031,28-09-2025,Debit Card,Delivered,Valid
O01864,C0716,16-02-2026,COD,Delivered,Valid
O01865,C0653,20-04-2026,Net Banking,Delivered,Valid
O01866,C0201,07-11-2025,COD,Delivered,Valid
O01867,C0696,24-11-2025,Credit Card,Delivered,Valid
O01868,C0760,21-09-2025,COD,Delivered,Valid
O01869,C0197,14-08-2025,Net Banking,Delivered,Valid
O01870,C0645,08-06-2026,UPI,Delivered,Valid
O01871,C0035,10-09-2025,UPI,Delivered,Valid
O01872,C0793,25-01-2026,Net Banking,Delivered,Valid
O01873,C0074,22-12-2025,Credit Card,Returned,Valid
O01874,C0748,08-07-2026,Net Banking,Delivered,Valid
O01875,C0195,15-10-2025,Net Banking,Delivered,Valid
O01876,C0513,28-12-2025,Debit Card,Cancelled,Valid
O01877,C0573,09-09-2025,UPI,Delivered,Valid
O01878,C0438,17-05-2026,COD,Delivered,Valid
O01879,C0583,10-08-2025,Credit Card,Delivered,Valid
O01880,C0306,21-08-2025,UPI,Delivered,Valid
O01881,C0237,27-07-2025,Net Banking,Delivered,Valid
O01882,C0339,12-07-2025,Credit Card,Delivered,Valid
O01883,C0258,16-01-2026,Debit Card,Delivered,Valid
O01884,C0162,25-11-2025,UPI,Delivered,Valid
O01885,C0590,01-11-2025,Net Banking,Cancelled,Valid
O01886,C0513,07-12-2025,COD,Cancelled,Valid
O01887,C0059,06-04-2026,UPI,Cancelled,Valid
O01888,C0483,12-11-2025,UPI,Delivered,Valid
O01889,C0347,01-02-2026,Debit Card,Delivered,Valid
O01890,C0343,27-07-2026,UPI,Delivered,Valid
O01891,C0210,07-04-2026,Debit Card,Processing,Valid
O01892,C0680,01-08-2025,Credit Card,Delivered,Valid
O01893,C0075,15-04-2026,Net Banking,Returned,Valid
O01894,C0784,19-07-2025,Debit Card,Delivered,Valid
O01895,C0427,03-05-2026,Net Banking,Delivered,Valid
O01896,C0565,03-03-2026,Credit Card,Delivered,Valid
O01897,C0741,22-07-2025,UPI,Delivered,Valid
O01898,C0509,17-03-2026,Credit Card,Returned,Valid
O01899,C0359,06-02-2026,COD,Delivered,Valid
O01900,C0234,31/02/2026,UPI,Delivered,Valid
O01901,C0793,09-10-2025,Net Banking,Cancelled,Valid
O01902,C0389,15-06-2026,UPI,Delivered,Valid
O01903,C0494,27-07-2025,COD,Processing,Valid
O01904,C0387,22-06-2026,Credit Card,Delivered,Valid
O01905,C0719,04-02-2026,Net Banking,Delivered,Valid
O01906,C0119,10-02-2026,UPI,Cancelled,Valid
O01907,C0377,28-12-2025,Credit Card,Delivered,Valid
O01908,C0448,30-07-2025,Credit Card,Delivered,Valid
O01909,C0095,28-04-2026,UPI,Delivered,Valid
O01910,C0423,18-07-2026,Net Banking,Cancelled,Valid
O01911,C0047,08-07-2025,Credit Card,Delivered,Valid
O01912,C0079,30-07-2025,Credit Card,Delivered,Valid
O01913,C0185,22-11-2025,UPI,Delivered,Valid
O01914,C0359,05-05-2026,Credit Card,Delivered,Valid
O01915,C0133,07-05-2026,COD,Delivered,Valid
O01916,C0674,01-09-2025,UPI,Delivered,Valid
O01917,C0257,05-04-2026,Credit Card,Delivered,Valid
O01918,C0723,12-07-2026,Debit Card,Delivered,Valid
O01919,C0455,01-07-2026,Debit Card,Delivered,Valid
O01920,C0799,09-04-2026,Debit Card,Returned,Valid
O01921,C0251,27-03-2026,Debit Card,Delivered,Valid
O01922,C0715,04-04-2026,Net Banking,Delivered,Valid
O01923,C0056,25-12-2025,COD,Processing,Valid
O01924,C0637,06-03-2026,Debit Card,Delivered,Valid
O01925,C0209,09-09-2025,Net Banking,Delivered,Valid
O01926,C0313,15-07-2026,Net Banking,Delivered,Valid
O01927,C0126,07-01-2026,Credit Card,Delivered,Valid
O01928,C0241,23-06-2026,COD,Returned,Valid
O01929,C0783,18-02-2026,UPI,Delivered,Valid
O01930,C0511,18-07-2025,Debit Card,Delivered,Valid
O01931,C0603,13-01-2026,Debit Card,Delivered,Valid
O01932,C0062,20-11-2025,Net Banking,Delivered,Valid
O01933,C0508,10-07-2025,COD,Delivered,Valid
O01934,C0455,23-07-2025,Credit Card,Delivered,Valid
O01935,C0389,03-10-2025,COD,Delivered,Valid
O01936,C0054,04-06-2026,Debit Card,Delivered,Valid
O01937,C0555,26-07-2026,Debit Card,Delivered,Valid
O01938,C0624,22-07-2026,Debit Card,Delivered,Valid
O01939,C0772,29-04-2026,Credit Card,Processing,Valid
